Ford_Transit-1;1500;8;1,74;3,17;2,22;17,59;237,05;0,00;05:45 - 23:59
Ford_Transit-2;1500;8;1,74;3,17;2,22;17,59;237,05;0,00;05:45 - 23:59
Ford_Transit-3;1500;8;1,74;3,17;2,22;17,59;237,05;0,00;05:45 - 23:59
Ford_Transit-4;1500;8;1,74;3,17;2,22;17,59;237,05;0,00;06:30 - 23:59
Ford_Transit-5;1500;8;1,74;3,17;2,22;17,59;237,05;0,00;06:30 - 23:59
Ford_Transit-6;1500;8;1,74;3,17;2,22;17,59;237,05;0,00;06:30 - 23:59
Ford_Transit-7;1500;8;1,74;3,17;2,22;17,59;237,05;0,00;07:15 - 23:59
Ford_Transit-8;1500;8;1,74;3,17;2,22;17,59;237,05;0,00;07:15 - 23:59
